provinsi,year,forest_type,hectare,pct_to_boundary
Papua Selatan,2011,Non Hutan,3972152.19,33.70083537
Papua Selatan,2012,Non Hutan,3974885.182,33.72402283
Papua Selatan,2013,Non Hutan,3979844.949,33.76610286
Papua Selatan,2014,Non Hutan,3988814.207,33.84220052
Papua Selatan,2015,Non Hutan,4047326.561,34.33863548
Papua Selatan,2016,Non Hutan,4052315.469,34.38096275
Papua Selatan,2017,Non Hutan,4068560.976,34.51879411
Papua Selatan,2018,Non Hutan,3932681.579,33.36595581
Papua Selatan,2019,Non Hutan,3936794.06,33.40084724
Papua Selatan,2020,Non Hutan,3702055.384,31.40925953
Papua Selatan,1990,Non Hutan,1810.474367,0.015360564
Papua Selatan,1996,Non Hutan,1810.474367,0.015360564
Papua Selatan,2000,Non Hutan,1780.238391,0.015104034
Papua Selatan,2003,Non Hutan,1780.238391,0.015104034
Papua Selatan,2006,Non Hutan,1780.238391,0.015104034
Papua Selatan,2009,Non Hutan,1780.238391,0.015104034
Papua Selatan,2011,Non Hutan,1780.238391,0.015104034
Papua Selatan,2012,Non Hutan,1780.238391,0.015104034
Papua Selatan,2013,Non Hutan,1780.238391,0.015104034
Papua Selatan,2014,Non Hutan,1780.238391,0.015104034
Papua Selatan,2015,Non Hutan,1780.238391,0.015104034
Papua Selatan,2016,Non Hutan,1780.237293,0.015104024
Papua Selatan,2017,Non Hutan,1780.237293,0.015104024
Papua Selatan,2018,Non Hutan,1493.233028,0.012669001
Papua Selatan,2019,Non Hutan,3658.663175,0.031041108
Papua Selatan,2020,Non Hutan,1812.988264,0.015381893
Papua Tengah,1990,Hutan Lahan Kering Primer,4022121.128,66.32683705
Papua Tengah,1996,Hutan Lahan Kering Primer,4022121.128,66.32683705
Papua Tengah,2000,Hutan Lahan Kering Primer,3852243.559,63.52546894
Papua Tengah,2003,Hutan Lahan Kering Primer,3788210.978,62.4695389
Papua Tengah,2006,Hutan Lahan Kering Primer,3728874.846,61.49105569
Papua Tengah,2009,Hutan Lahan Kering Primer,3645392.111,60.11438264
Papua Tengah,2011,Hutan Lahan Kering Primer,3638761.119,60.00503418
Papua Tengah,2012,Hutan Lahan Kering Primer,3639461.119,60.01657755
Papua Tengah,2013,Hutan Lahan Kering Primer,3639461.119,60.01657755
Papua Tengah,2014,Hutan Lahan Kering Primer,3631828.43,59.89071059
Papua Tengah,2015,Hutan Lahan Kering Primer,3629482.584,59.8520264
Papua Tengah,2016,Hutan Lahan Kering Primer,3570719.153,58.88298732
Papua Tengah,2017,Hutan Lahan Kering Primer,3571732.862,58.8997039
Papua Tengah,2018,Hutan Lahan Kering Primer,3541380.094,58.39917121
Papua Tengah,2019,Hutan Lahan Kering Primer,3533770.811,58.27369024
Papua Tengah,2020,Hutan Lahan Kering Primer,3555666.992,58.63476948
Papua Tengah,1990,Hutan Lahan Kering Sekunder,284931.2044,4.698661467
Papua Tengah,1996,Hutan Lahan Kering Sekunder,284931.2044,4.698661467
Papua Tengah,2000,Hutan Lahan Kering Sekunder,362941.6063,5.985092942
Papua Tengah,2003,Hutan Lahan Kering Sekunder,426067.9126,7.026078059
Papua Tengah,2006,Hutan Lahan Kering Sekunder,457093.8892,7.537712301
Papua Tengah,2009,Hutan Lahan Kering Sekunder,513220.6941,8.463272056
Papua Tengah,2011,Hutan Lahan Kering Sekunder,518866.8458,8.556379987
Papua Tengah,2012,Hutan Lahan Kering Sekunder,519273.112,8.563079526
Papua Tengah,2013,Hutan Lahan Kering Sekunder,516827.8,8.522755079
Papua Tengah,2014,Hutan Lahan Kering Sekunder,519929.962,8.573911319
Papua Tengah,2015,Hutan Lahan Kering Sekunder,518826.8515,8.555720462
Papua Tengah,2016,Hutan Lahan Kering Sekunder,577454.7852,9.52252511
Papua Tengah,2017,Hutan Lahan Kering Sekunder,576213.8506,9.502061462
Papua Tengah,2018,Hutan Lahan Kering Sekunder,596598.7021,9.838218103
Papua Tengah,2019,Hutan Lahan Kering Sekunder,600709.4808,9.906006949
Papua Tengah,2020,Hutan Lahan Kering Sekunder,594743.6927,9.807628049
Papua Tengah,1990,Hutan Mangrove Primer,213172.2894,3.515320214
Papua Tengah,1996,Hutan Mangrove Primer,213172.2894,3.515320214
Papua Tengah,2000,Hutan Mangrove Primer,211178.0633,3.482434403
Papua Tengah,2003,Hutan Mangrove Primer,211178.0633,3.482434403
Papua Tengah,2006,Hutan Mangrove Primer,209391.6786,3.452976005
Papua Tengah,2009,Hutan Mangrove Primer,208032.3811,3.430560493
Papua Tengah,2011,Hutan Mangrove Primer,208027.5695,3.430481147
Papua Tengah,2012,Hutan Mangrove Primer,208027.5695,3.430481147
Papua Tengah,2013,Hutan Mangrove Primer,208027.5695,3.430481147
Papua Tengah,2014,Hutan Mangrove Primer,204708.9721,3.375755778
Papua Tengah,2015,Hutan Mangrove Primer,204706.5159,3.375715272
Papua Tengah,2016,Hutan Mangrove Primer,204639.7774,3.374614721
Papua Tengah,2017,Hutan Mangrove Primer,204639.7774,3.374614721
Papua Tengah,2018,Hutan Mangrove Primer,200849.5757,3.312112354
Papua Tengah,2019,Hutan Mangrove Primer,200848.3857,3.31209273
Papua Tengah,2020,Hutan Mangrove Primer,200762.138,3.310670461
Papua Tengah,1990,Hutan Mangrove Sekunder,6425.103612,0.105953249
Papua Tengah,1996,Hutan Mangrove Sekunder,6425.103612,0.105953249
Papua Tengah,2000,Hutan Mangrove Sekunder,6425.103612,0.105953249
Papua Tengah,2003,Hutan Mangrove Sekunder,6425.103612,0.105953249
Papua Tengah,2006,Hutan Mangrove Sekunder,8137.756537,0.134195772
Papua Tengah,2009,Hutan Mangrove Sekunder,9328.200972,0.153826811
Papua Tengah,2011,Hutan Mangrove Sekunder,9315.852043,0.153623171
Papua Tengah,2012,Hutan Mangrove Sekunder,9315.852043,0.153623171
Papua Tengah,2013,Hutan Mangrove Sekunder,9315.852043,0.153623171
Papua Tengah,2014,Hutan Mangrove Sekunder,12043.46234,0.198602861
Papua Tengah,2015,Hutan Mangrove Sekunder,12043.46244,0.198602863
Papua Tengah,2016,Hutan Mangrove Sekunder,12110.20087,0.199703414
Papua Tengah,2017,Hutan Mangrove Sekunder,12110.20087,0.199703414
Papua Tengah,2018,Hutan Mangrove Sekunder,14921.34416,0.246060606
Papua Tengah,2019,Hutan Mangrove Sekunder,14921.34416,0.246060606
Papua Tengah,2020,Hutan Mangrove Sekunder,14943.19346,0.246420912
Papua Tengah,1990,Hutan Rawa Primer,760443.4303,12.54010157
Papua Tengah,1996,Hutan Rawa Primer,760443.4303,12.54010157
Papua Tengah,2000,Hutan Rawa Primer,749876.6253,12.36584955
Papua Tengah,2003,Hutan Rawa Primer,749736.6271,12.36354091
Papua Tengah,2006,Hutan Rawa Primer,747637.2288,12.32892075
Papua Tengah,2009,Hutan Rawa Primer,736420.5597,12.14395213
Papua Tengah,2011,Hutan Rawa Primer,735939.4893,12.13601904
Papua Tengah,2012,Hutan Rawa Primer,735646.5861,12.13118891
Papua Tengah,2013,Hutan Rawa Primer,735646.5861,12.13118891
Papua Tengah,2014,Hutan Rawa Primer,735135.2606,12.12275689
Papua Tengah,2015,Hutan Rawa Primer,732300.9675,12.07601795
Papua Tengah,2016,Hutan Rawa Primer,730023.7284,12.03846511
Papua Tengah,2017,Hutan Rawa Primer,730023.7284,12.03846511
Papua Tengah,2018,Hutan Rawa Primer,720716.146,11.88497831
Papua Tengah,2019,Hutan Rawa Primer,720713.3083,11.88493151
Papua Tengah,2020,Hutan Rawa Primer,709795.2139,11.70488655
Papua Tengah,1990,Hutan Rawa Sekunder,65065.98385,1.072971393
Papua Tengah,1996,Hutan Rawa Sekunder,65065.98385,1.072971393
Papua Tengah,2000,Hutan Rawa Sekunder,60692.31868,1.000847414
Papua Tengah,2003,Hutan Rawa Sekunder,60832.31681,1.003156055
Papua Tengah,2006,Hutan Rawa Sekunder,58461.81662,0.964065293
Papua Tengah,2009,Hutan Rawa Sekunder,63226.624,1.042639407
Papua Tengah,2011,Hutan Rawa Sekunder,63685.3377,1.050203831
Papua Tengah,2012,Hutan Rawa Sekunder,63978.24092,1.055033955
Papua Tengah,2013,Hutan Rawa Sekunder,63978.24092,1.055033955
Papua Tengah,2014,Hutan Rawa Sekunder,63599.05089,1.048780917
Papua Tengah,2015,Hutan Rawa Sekunder,64216.64894,1.058965425
Papua Tengah,2016,Hutan Rawa Sekunder,65346.87594,1.077603447
Papua Tengah,2017,Hutan Rawa Sekunder,65346.87594,1.077603447
Papua Tengah,2018,Hutan Rawa Sekunder,71543.42782,1.179787761
Papua Tengah,2019,Hutan Rawa Sekunder,71520.1633,1.179404117
Papua Tengah,2020,Hutan Rawa Sekunder,72340.85969,1.19293782
Papua Tengah,1990,Non Hutan,596693.8633,9.83978736
Papua Tengah,1996,Non Hutan,596693.8633,9.83978736
Papua Tengah,2000,Non Hutan,705929.5667,11.64114005
Papua Tengah,2003,Non Hutan,706835.841,11.65608497
Papua Tengah,2006,Non Hutan,739689.6272,12.19786073
Papua Tengah,2009,Non Hutan,773666.2719,12.758153
Papua Tengah,2011,Non Hutan,774690.6298,12.77504519
Papua Tengah,2012,Non Hutan,773584.363,12.75680228
Papua Tengah,2013,Non Hutan,776029.6751,12.79712673
Papua Tengah,2014,Non Hutan,782041.7054,12.89626819
Papua Tengah,2015,Non Hutan,787714.1104,12.98980905
Papua Tengah,2016,Non Hutan,788996.6197,13.01095829
Papua Tengah,2017,Non Hutan,789223.8457,13.01470536
Papua Tengah,2018,Non Hutan,803281.8513,13.24652907
Papua Tengah,2019,Non Hutan,806807.6474,13.30467125
Papua Tengah,2020,Non Hutan,801039.0508,13.20954414
Papua Tengah,1990,Non Hutan,447.7002864,0.007382807
Papua Tengah,1996,Non Hutan,447.7002864,0.007382807
Papua Tengah,2000,Non Hutan,13.86056158,0.000228568
Papua Tengah,2003,Non Hutan,13.86056158,0.000228568
Papua Tengah,2006,Non Hutan,13.86056158,0.000228568
Papua Tengah,2009,Non Hutan,13.86056158,0.000228568
Papua Tengah,2011,Non Hutan,13.86056158,0.000228568
Papua Tengah,2012,Non Hutan,13.86056158,0.000228568
Papua Tengah,2013,Non Hutan,13.86056158,0.000228568
Papua Tengah,2014,Non Hutan,13.86056158,0.000228568
Papua Tengah,2015,Non Hutan,9.562554372,0.000157691
Papua Tengah,2016,Non Hutan,9.562554372,0.000157691
Papua Tengah,2017,Non Hutan,9.562554372,0.000157691
Papua Tengah,2018,Non Hutan,9.562554372,0.000157691
Papua Tengah,2019,Non Hutan,9.562554372,0.000157691
Papua Tengah,2020,Non Hutan,9.562554372,0.000157691
